time,open,high,low,close,tick_volume,spread,real_volume
2023-09-29 04:00:00+00:00,1.05638,1.05758,1.05619,1.05735,1542,6,0
2023-09-29 05:00:00+00:00,1.05734,1.05824,1.05734,1.05789,1418,6,0
2023-09-29 06:00:00+00:00,1.05789,1.05801,1.05753,1.05753,1030,6,0
2023-09-29 07:00:00+00:00,1.05753,1.0581,1.05748,1.05798,826,6,0
2023-09-29 08:00:00+00:00,1.05798,1.05859,1.05753,1.05761,1322,6,0
2023-09-29 09:00:00+00:00,1.05763,1.05917,1.05736,1.05898,3568,6,0
2023-09-29 10:00:00+00:00,1.05897,1.06104,1.05878,1.06061,4295,6,0
2023-09-29 11:00:00+00:00,1.06061,1.06162,1.05991,1.06089,4039,6,0
2023-09-29 12:00:00+00:00,1.06089,1.06167,1.06036,1.06141,2975,6,0
2023-09-29 13:00:00+00:00,1.0614,1.06162,1.06062,1.06087,2429,6,0
2023-09-29 14:00:00+00:00,1.06089,1.06108,1.05898,1.05941,2807,6,0
2023-09-29 15:00:00+00:00,1.05939,1.061,1.05879,1.05995,5739,6,0
2023-09-29 16:00:00+00:00,1.05996,1.06072,1.05745,1.05805,5463,6,0
2023-09-29 17:00:00+00:00,1.05806,1.05925,1.05696,1.05867,6137,6,0
2023-09-29 18:00:00+00:00,1.05867,1.05899,1.05726,1.05831,5211,6,0
2023-09-29 19:00:00+00:00,1.05831,1.05864,1.05743,1.05774,3457,6,0
2023-09-29 20:00:00+00:00,1.05773,1.05774,1.0564,1.05648,3179,6,0
2023-09-29 21:00:00+00:00,1.05647,1.05796,1.05636,1.05774,3176,6,0
2023-09-29 22:00:00+00:00,1.05774,1.05789,1.05696,1.05721,2997,6,0
2023-09-29 23:00:00+00:00,1.05721,1.0576,1.05692,1.05736,1656,6,0
2023-10-02 00:00:00+00:00,1.05667,1.05721,1.05627,1.05667,417,9,0
2023-10-02 01:00:00+00:00,1.05668,1.05707,1.05575,1.0559,2322,6,0
2023-10-02 02:00:00+00:00,1.05589,1.05644,1.05575,1.05638,1802,6,0
2023-10-02 03:00:00+00:00,1.05638,1.0568,1.05621,1.05637,2505,6,0
2023-10-02 04:00:00+00:00,1.05637,1.057,1.05637,1.05677,1687,6,0
2023-10-02 05:00:00+00:00,1.05677,1.0570599999999999,1.05676,1.05676,1036,6,0
2023-10-02 06:00:00+00:00,1.05676,1.057,1.05676,1.05694,1686,6,0
2023-10-02 07:00:00+00:00,1.05693,1.05709,1.05679,1.05684,1427,6,0
2023-10-02 08:00:00+00:00,1.05684,1.05691,1.05599,1.05616,1894,6,0
